song_name,song_popularity
Losing My Religion,20
Under The Bridge,83
Song 2 - 2012 Remastered Version,77
Bitter Sweet Symphony,32
Creep,24
Nothing Else Matters,29
The Kids Aren't Alright,39
All The Small Things,80
Don't Speak,39
Killing In The Name,79
Closing Time,33
Loser,70
Don't Look Back In Anger - Remastered,66
Everlong,78
1979 - Remastered 2012,76
Drive,68
November Rain,38
Santeria,24
Black Hole Sun,78
No Rain,75
Alive,19
Semi-Charmed Life,76
Hallelujah,74
Alright,73
Say It Ain't So,74
Sabotage,73
Bullet With Butterfly Wings,18
Interstate Love Song,73
Every You Every Me,69
Lump,70
Glycerine - Remastered,28
Epic,69
Celebrity Skin,26
Closer,69
The Distance,63
Stupid Girl,59
Hedonism - Just Because You Feel Good,62
Would?,72
Hunger Strike - 25th Anniversary Mix,63
Tomorrow - Remastered,67
Cannonball,68
Popular,61
9 to 5,75
All I Am,87
Save Tonight,40
Heart to Love,59
Everywhere,31
Guiding Light,73
In the Morning,55
breathin,94
I'm Yours,86
Send My Love (To Your New Lover),75
Fake Friends,67
Down Under,76
Love Someone,87
Let You Love Me,90
Superstition - Single Version,67
Head Held High,68
Are You Ready For Love - '79 Version Radio Edit,60
The Way I Am,83
Breakfast At Tiffany's,70
Out Of Our Heads,59
Drift Away - Single Version,20
You Make My Dreams,79
Shotgun,93
Who Knew,66
How Can I Forget,75
Our House,67
Love You Anymore,72
Keeping Your Head Up,64
Four Leaf Clover - Edit,62
22,32
Back Again,66
All This Love,74
L.I.F.E.G.O.E.S.O.N.,19
Thursday,73
The Way It Is,70
Little Bit Of Lovin',58
I Want You Back,41
Hand In My Pocket - 2015 Remastered,67
Glow,41
Three Little Birds,39
Light On,69
Cut Loose,51
Break My Stride,62
After All,55
September,63
Keep On Walking,50
Loyal,60
You To Me Are Everything,52
BIG LOVE,73
Long Train Runnin',72
Run To Me,56
Dreams,67
Want You,58
Waiting On the World to Change,76
A Lifetime to Repair - Edit,54
Everyday Is A Winding Road,21
Coming Back to You,51
Last Call,48
Payphone,77
Love Wins,71
Never Forget You,67
Can't Move On,58
Kiss Me,79
Easy,58
Dance,54
Everybody's Changing,72
On My Own,53
Never Know,49
How Long Will This Last? - Single Mix,61
Make You Smile,57
Smile,68
Woman Of The World,58
Love Is You,52
Rock the Boat,62
Polaroid,81
If You Wanna Love Somebody - Single Version,68
Sidestep,48
Perfect,55
Do You Wanna Party,56
Moves (feat. Snoop Dogg),75
ZEZE (feat. Travis Scott & Offset),91
6 Figures,55
PASS OUT (feat. 21 Savage),85
"Never Recover (Lil Baby & Gunna, Drake)",89
REEL IT IN,87
Best Years,60
Mo Bamba,90
Killshot,91
Blessings,53
Mona Lisa (feat. Kendrick Lamar),92
I Love It (& Lil Pump),99
Falling Down,97
ICONIC (ft. Jaden Smith),80
FLIP THE SWITCH (feat. Drake),81
Transformer (feat. Nicki Minaj),0
Dip,82
STOOPID,90
YOSEMITE,88
Showoff,53
"If I'm Lyin, I'm Flyin",83
No Stylist,91
Noticed,91
Wake Up in the Sky,92
Let It Fly (feat. Travis Scott),88
Leave Me Alone,88
Bandit,56
Drip Too Hard,91
Multi Millionaire (feat. Lil Uzi Vert),81
Praise The Lord (Da Shine),91
Backin' It Up (feat. Cardi B),78
High (feat. Elton John),81
SICKO MODE,97
Lucky You (feat. Joyner Lucas),96
Praise,19
Barbie Dreams,82
New Patek,90
Can’t Take A Joke,80
GOKU,74
NO TIME,57
FEFE (feat. Nicki Minaj & Murda Beatz),96
KICK (feat. 6ix9ine),76
151 Rum,77
Dedicate,87
The Code,17
Neighbor (feat. Travis Scott),79
No Sofas,47
Runner,49
Not Alike (feat. Royce Da 5'9),88
Caution,46
Fuego,65
Y cómo es él?,58
El Triste,49
Besame Mucho,7
No Me Platiques Mas,1
Payaso,2
La Gata Bajo la Lluvia,57
El Día Que Me Quieras,54
Abrázame Muy Fuerte,71
Gracias a la Vida,52
Inocente Pobre Amiga,44
De Niña a Mujer,38
"Grande, Grande, Grande",24
Escándalo,45
¿Quieres Ser Mi Amante?,63
Secreto De Amor,61
Porque Yo Te Amo,37
Cien años,5
Nuestro Juramento,57
El Loco,46
Sabor a Mí,60
Si Tu No Bailas Conmigo,50
El Gato Que Está Triste y Azul - Un Gato Nel Blu,44
Beso A Beso... Dulcemente,22
Asi Fue,55
Volver a los Diecisiete,50
Olvídame y Pega la Vuelta,60
Me Dediqué a Perderte,13
Sin Ti,50
El Reloj,4
Rondando Tu Esquina,51
Historia de un Amor,46
Te Odio y Te Quiero,48
Dueño de Nada,40
Mujeres Divinas,7
Bachata Rosa,18
Alicia Adorada,41
Por Debajo De La Mesa,50
Mi gran noche,47
Amigo,41
Vivir Así Es Morir de Amor,56
Procuro Olvidarte,29
Corazón mágico,40
Eres Tú,40
Detalles (Detalhes),56
Chan Chan,69
La Media Vuelta,72
La Maza,58
¿Dónde Estabas Tú?,52
Amor Eterno,59
No Sé Tú,17
Me Olvide De Vivir,60
Bella Señora,5
Con los Pies Sobre la Tierra,34
Mediterraneo,60
My Way,54
Me llamas,57
"Quizas, Quizas, Quizas,",45
Reminiscencias,50
Jurame,35
Bruca Manigua,53
El Amar y el Querer,65
Insoportablemente Bella,3
Dos Gardenias,62
La Barca,59
Guajira Guantanamera,43
Que Bueno Baila Usted,34
Sombras - Versión Trío,60
Nada Personal,6
Fallaste corazon,53
Contigo Aprendí,20
El Noa Noa,19
Solamente Una Vez,47
Hasta Que Te Conocí,68
Cuando Vuelva a Tu Lado,6
Me Gustas,68
"Azucar, Azucar",35
Contigo En La Distancia,57
Media Vuelta,53
Las mañanitas,45
Noche de Ronda,6
Querida,58
Eso Y Mas,63
Stay With Me - Live From Spotify Berlin,56
Candle In The Wind - 2018 Version,72
Blank Space/Stand By Me - Live From Spotify London,71
Can’t Help Falling in Love,78
Come As You Are,66
Every Breath You Take (feat. Liza Anne),67
Summertime Sadness (Acoustic Cover) Feat. Keelan Donovan,68
Stolen Dance,67
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",77
I Was Made for Loving You / Please Don't Say You Love Me,64
Little Talks,73
Rather Be,26
Fast Car (feat. Tall Heights),69
Halo,67
Send My Love (To Your New Lover) - Live,64
"I'm Not The Only One (Sam Smith Cover) - Live From Spotify, London",71
Crazy - Radio 1 Live Lounge Session,54
Cherry Wine,65
Drag Me Down/As Long As You Love Me,66
Wildflowers,64
Don't You Want Me,65
Set Fire To The Rain,65
Jolene - Live,64
Home/Dirty Paws,66
Better Together,32
Riptide,63
We Can't Stop (feat. Bea Miller),26
Time After Time,69
Perfect Places - Live From BBC Radio 2,64
K.,62
Billie Jean,68
"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",66
Crazy in Love,65
California,48
Eventually,21
When Doves Cry - Recorded At Spotify Studios NYC,63
Sorry,65
I Believe in a Thing Called Love,62
My Love / Hotline Bling,61
I Like Me Better,65
Chains,21
Love Will Tear Us Apart,60
Titanium,24
Ordinary World,62
Chandelier,63
Let It Go,63
Dancing in the Dark,61
Linger,60
What I Am - Recorded at Spotify Studios NYC,61
Still Got Time / There's Nothing Holdin' Me Back,59
I Can't Make You Love Me,60
XO,59
Despacito,67
Wrecking Ball,59
Black Beatles - Acoustic,68
Hello,59
Seven Nation Army,64
Strangers,19
U Remind Me - Recorded at Spotify Studios NYC,64
September - Recorded at The Tracking Room Nashville,69
Let Me Love You - Recorded at Spotify Studios NYC,63
"Love Yourself, Out of the Woods, Roses - Acoustic Mashup",61
American Oxygen,65
Boom Clap,61
Sex On Fire,60
Mr. Brightside,20
Stitches,63
Teenage Dirtbag,62
Can't Stop the Feeling / This Is What You Came For,60
7 Years,20
Cold Water,64
"I Took a Pill in Ibiza, Youth (Acoustic Mashup) [feat. Taylor Leigh]",60
Fix You,63
Want to Want Me - Acoustic Cover,60
"Wicked Game - Live At Killkenny Arts Festival, Ireland/2011",20
City of Stars,56
Take Me To Church (Acoustic Cover) feat. Matt Wright,60
Ho Hey,54
Hey Ya - solo version,61
Maps,60
Fancy,58
Girls Just Wanna Have Fun - Acoustic,64
What Do You Mean / Where Are Ü Now (Acoustic Mashup) [feat. Kaya May],59
Stayin Out All Night/Habits (Acoustic Mashup),58
Why Georgia (RAWsession) [in the style of John Mayer] - Single,58
This Must Be the Place (Naive Melody) [by Talking Heads],60
Sign of the Times [Acoustic Cover] - Acoustic,57
Pompeii,58
Taylor Swift 1989 Medley,59
Shake It Off,59
Hide Away - Acoustic Version,59
Wild World - Acoustic Version,62
Steal My Girl,59
I Kissed A Girl,60
Out of the Woods (Acoustic) [feat. Jake Coco],19
Dancing In The Moonlight (It's Caught Me In Its Spotlight) - Recorded At Spotify Studios NYC,56
How's It Going to Be,57
Sweet Child O' Mine,61
Palace - Cover,58
"Stand by Me - Recorded at RAK Studios, London",64
Perfect Duet (Ed Sheeran & Beyoncé),86
Shallow,87
Ophelia,65
Can’t Help Falling in Love,78
Beyond,74
Latch - Acoustic,23
Shrike,72
Big Jet Plane,67
When You Love Someone - Acoustic,70
Slow Dancing in a Burning Room - Acoustic,62
Georgia,74
Send My Love (To Your New Lover),75
Wild Love - Acoustic,67
Foreign Hands,71
Smoke Filled Room - Acoustic Session,61
Wild Horses - Acoustic,61
September Song - Guitar Acoustic,21
Lost On You,65
Hold My Girl,30
Castle on the Hill - Acoustic,70
After Rain,21
Such A Simple Thing,64
You Sigh,64
Chemicals - Acoustic,62
Morning Breeze,68
Happier - Acoustic,69
Melt (Acoustic Version),50
My Arms Were Always Around You,60
Lay It On Me - Acoustic,56
Little Boy,56
Never in My Wildest Dreams,69
New Rules - Acoustic,68
hate u love u,77
Dream - Acoustic,56
Only Love,76
"Take Me To Church - Live From Spotify, London",61
For Now,72
Cherry Wine - Live,53
Honest,50
Honey,54
The Woods - Acoustic,68
Waves - Acoustic,64
Tee Shirt,68
Hell Or High Water,49
Paper Thin - Live From Studio,30
Moving Mountains,16
Another Way,55
Concrete Jungle - Acoustic,26
Where's My Love,29
Adore - Piano Unplugged,53
Hollow (Acoustic),65
Jungle,16
Elastic Heart - Live from The Village,62
Most Girls - Acoustic,63
Sleep On The Floor,33
little light - acoustic version,65
I Will Spend My Whole Life Loving You,68
Best Days - Acoustic,49
Love on the Weekend,68
Acoustic,31
Catie Rae,19
Issues - Acoustic,68
Shape of You - Acoustic,75
All I Want,71
Boston,16
"Girl Crush - Recorded at Metropolis Studios, London",72
Save My Life - Radio Edit,53
No Place In Mind,52
Tell Me - Acoustic,60
Let It Go - James Bay Spotify Session 2015,73
Cringe - Stripped,68
Can't See Straight - Acoustic,56
Young Blood - Acoustic,61
Better,64
Don't Be A Fool - MTV Unplugged,15
The Other (Stripped),17
Love Me Like I'm Gone.,51
Call You Home,57
Anaheim,54
"For Me, For Her, For You",52
Yellow Bird,38
Make Me (Cry) - Acoustic Version,61
Louise,51
Magnetised - Acoustic,65
California Numb - Acoustic,52
Ghost - Live From Spotify NYC,56
On the Run,56
Rather Be with You - Acoustic,53
This Town,69
Falling,54
Rusty,54
FourFiveSeconds,42
Ol' Sweet Day,19
Miles Away,56
Burning House,67
Love And Happiness,53
Reasons - Acoustic,13
Life Is Confusing,52
Already Gone - Acoustic,58
Before You,49
Riptide,80
Take Me to Church,61
Ho Hey,71
The A Team,73
Let Her Go,74
Budapest,70
How to Save a Life,83
FourFiveSeconds,82
Under The Bridge,83
Photograph,69
Halo,82
Crazy,69
Only Love,76
Rude (Acoustic),74
Chasing Cars,79
I'm Yours,86
Lover Of The Light,60
If I Were a Boy,68
Breakeven,76
Shine,59
Bleeding Love,81
Little Talks,68
Drive,76
Home,76
Snow (Hey Oh),81
Yellow,83
Wake Me Up When September Ends,79
"Dog Days Are Over - MTV Unplugged, 2012",51
Shape of You - Acoustic,75
No One - Acoustic,71
Let It Go - James Bay Spotify Session 2015,73
I Don't Want to Be - Stripped Version,71
Slow Dancing in a Burning Room,78
The Cave,71
Boston,70
Thinking Out Loud,69
Collide - Acoustic Version,73
Come On Get Higher,73
You And Me,25
You're Beautiful,79
Somewhere Only We Know,71
Over My Head (Cable Car),73
Wherever You Will Go,74
She Will Be Loved - Acoustic,74
Trouble,73
Your Body Is a Wonderland,78
The Blower's Daughter,59
I Will Wait,71
Better Together,72
Lucky,79
Immortalized,63
Come And Get It,5
Drop Dead Cynical,24
Blood,9
When Legends Rise,60
The Reckoning,67
Black Wedding (feat. Rob Halford),66
Sham Pain,67
Here Comes The Boom,7
MANTRA,79
Alone In A Room,70
Prey,66
1234,15
Chaos And Earthquakes,66
Dumptruck,61
Sleep Walking Elite,59
Who Do You Trust?,68
Hereafter,65
The Devil's Bleeding Crown,14
All or Nothing,55
Animal,53
Are You Ready,72
Monster,58
Do You Really Want It,60
Calm Before the Storm,48
Rainier Fog,59
The Remedy,2
Bad Listener,55
Over It,35
Walk,73
Infra-Red,39
Risen,53
Torn in Two,65
DEVIL,18
Rats,61
Broken Heart,63
Uncomfortable,54
Instincts,55
Broken,58
Breaking Skin,43
1000hp,54
That's My Jam,34
Wash It All Away,66
Absolute Zero,68
The Void,13
Hardwired,24
Shadows Inside,59
Hate Me,54
Halo,66
X,46
On My Teeth,4
Waking Lions,59
Judas,62
Loneshark,53
Raise Your Horns,57
Remember We Die,56
TriggerPulse,39
Don't Need You - Edit,23
Psychosocial,75
Looking Down the Barrel of Today,45
Paranoia,65
God Damn,17
Vice Grip,54
Let It Burn,50
The End,42
Happy Song,66
Fever,60
Master Groove,65
Energy (Stay Far Away),73
KANA,62
Fake Love (feat. Duncan Mighty & WizKid),62
"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",70
Nowo,60
Ma Lo,62
Manya,58
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",73
Come Closer,67
Wine to the Top,52
Daddy Yo,55
One Dance,85
Soweto Baby (feat. Wizkid & DJ Buckz),52
Final (Baba Nla),54
Bend Down Pause,50
Ojuelegba,59
In My Bed,50
Show You the Money,51
On Top Your Matter,47
Ginger (feat. Wizkid),47
Pullover (feat. Wiz-Kid),47
Jaiye Jaiye (feat. Femi Kuti),48
Caro (feat. Lax),52
Slow Down (feat. Wiz Kid),49
The Matter (feat. Wizkid),49
Dance for Me,44
Pakurumo,47
Love My Baby,46
Tease Me / Bad Guys,47
Loyal,63
Fakaza,40
Monini,37
Midnight Starring,48
Hurtin' Me - The Remix,60
Suited (SynX Remix)[feat. Mr Eazi] (feat. Synx & Mr Eazi),40
Make Wild,41
Ma Lo,62
Issa Goal,50
Legbegbe,49
Daddy Yo,55
Pana,63
Drogba (Joanna),65
Skelewu,52
Tied Up,48
Orkant/Balance Pon It,41
All My Life,46
Particula,59
"My Woman, My Everything (feat. Wandecoal)",57
Spy Candy,39
Makhe,47
AKWAABA,58
Love You Die (feat. Diamond Platnumz),52
Jezebel (Main Mix) (feat. Oskido),27
Said (Coke Studio Africa),49
Wololo,38
Property,61
Rock Your Body,58
Shake Body,55
Ay mama,40
Confession,37
Leg Over,65
Been Calling,60
Science Student,51
Million Pound Girl (Badder Than Bad) - Edit,54
Sunrise,36
Tonight,46
Take Over,56
Maga 2 Mugu,41
Prayer,37
Mama,46
Baba,52
Club Controller,43
CCTV,52
Trobul,47
Fantasy,48
Wine to the Top,52
Anticipation,29
Shakara (Oloje),22
Best Life,78
079ME,76
KANA,62
Assurance,59
One Leg Up,32
Labyrinth,25
If,63
Sgicha (feat. HHP),23
Zombie,30
Despacito x Shape Of You,63
Party In The U.S.A.,55
Waka Waka,0
Somebody That I Used to Know,56
Attention,61
I'm Yours / Somewhere Over The Rainbow,46
"Kennedy Center Performance - From ""Pitch Perfect 2"" Soundtrack",50
Send My Love (To Your New Lover),49
Chandelier,41
"Any Way You Want It (World Championship Medley) - From ""Pitch Perfect 2"" Soundtrack",47
"We Belong - From ""Pitch Perfect 2"" Soundtrack",46
I Knew You Were Trouble,43
"Back To Basics - From ""Pitch Perfect 2"" Soundtrack",51
Daft Punk,64
"Riff Off - From ""Pitch Perfect 2"" Soundtrack",54
Feelin' It,35
Stars,39
Don't Stop Believin' (Glee Cast Version),65
Riff Off: Mickey/Like A Virgin/Hit Me With Your Best Shot/S&M/Let’s Talk About Sex/I’ll Make Love To You/Feels Like The First Time/No Diggity,58
Can't Hold Us,55
Cups - Movie Version,55
I See Fire,0
Problem,30
"Hey, Soul Sister",23
Trebles Finals: Bright Lights Bigger City/Magic,55
Remix to Ignition,41
Text Me Merry Christmas (feat. Kristen Bell),39
Wake Me Up,48
Come Sail Away,35
Right Round,53
Rhythm Of Love / Can't Help Falling In Love,45
Radioactive,55
Let It Go,33
Love The Way You Lie,20
Landslide - Studio Version,21
Game of Thrones,0
Misty Mountains (A Cappella),0
Sweet Caroline,38
Stacey's Mom,42
Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around,60
Fix You,34
If I Were a Boy,17
Creep - Studio Version,24
Bittersweet Symphony / Baba O'Riley / Last Friday Night / Hollaback Girl,23
The Final Countdown,24
Pumped Up Kicks,32
Medley: Killer Queen / Bohemian Rhapsody / Somebody To Love,23
Bad Romance,38
Before He Cheats,16
Cruise,25
Ring of Fire,52
Halo,34
F**k You,26
Don't Stop The Music,52
Grace Kelly - Studio Version,24
A-Punk,27
Wavin' Flag,20
Livin' On A Prayer,7
Showoff,53
Change,38
Everybody But You,56
Shapeshifter (feat. Locksmith & Illmaculate),39
Black Magic,50
Clark Griswold,66
Lead The Way,34
Open Road,37
Thank the Lord,42
Divided,37
Caution,46
Blessings,53
Best Years,60
9 Times Out Of 10,41
Taste,47
Magic,25
Sight,18
On the Road,32
NO TIME,57
Masseuse,43
Luv,30
The Come Down Was Real,45
Problems,31
Nothing To Me,35
REVELATIONS,22
A to Z,47
Let Me Down (feat. George Maple),55
I Miss You,57
Bless (What It's Like),49
No Sofas,47
Suffer In Silence,35
Lost at Heart,35
All Three Eyes,34
Wonderland,37
Fuego,65
Deserve,40
Bandit,56
Time,38
Facts,42
Switch Up,39
Sobriety,35
Beat Drop,22
Jonah,35
Won't Be Long,22
Records,35
Black Future,23
Falling from the Sky,32
Promised Land,23
Make Money Not Friends,47
Too Far Gone,47
Crazy in Love,65
In Da Club,19
"Lose Yourself - From ""8 Mile"" Soundtrack",81
Back To Black,81
SexyBack,77
Hips Don't Lie,84
Crazy,78
Party In The U.S.A.,79
Toxic,70
Hey Ya! - Radio Mix / Club Mix,75
Yeah!,71
Where Is The Love?,40
TiK ToK,69
Don't Cha,40
Don't Stop The Music,79
Poker Face,31
Irreplaceable,78
I Gotta Feeling,70
I Kissed A Girl,74
911,56
Gold Digger,39
Hit 'Em up Style (Oops!),58
Survivor,75
This Love,40
I'm Yours,69
No Air (feat. Chris Brown),72
Apologize,34
Dilemma,79
Make You Feel My Love,79
U Remind Me,77
Hollaback Girl,72
Young Folks,17
Bye Bye Bye,66
Every time we touch,26
Umbrella,82
Drop It Like It's Hot,36
Ordinary People,70
One More Time - Short Radio Edit,69
Kids,78
Maria Maria (feat. The Product G&B) - Radio Edit,64
With Every Heartbeat - with Kleerup,53
Single Ladies (Put a Ring on It),72
She Will Be Loved,45
Unwritten,77
Complicated,21
It Wasn't Me,73
Bootylicious,59
Oops!...I Did It Again,69
Since U Been Gone,66
Sex on Fire,45
White Flag,68
The Scientist,86
4 Minutes (feat. Justin Timberlake & Timbaland),72
"One, Two Step",78
Halo,82
"Whenever, Wherever",21
Love Song,77
Love Story,71
Marry You,74
Beautiful,73
Cry Me a River,16
Rock Your Body,74
Because of You,65
Bad Romance,28
Murder On The Dancefloor,64
So What,62
Mr. Brightside,27
Viva La Vida,81
Intro,75
Bleeding Love,69
F**k You,66
Ms. Jackson,78
Just The Way You Are,78
When Love Takes Over (feat. Kelly Rowland),68
Little L,58
I Know You Want Me (Calle Ocho),65
Get Busy,74
Seven Nation Army,81
Raise Your Glass,63
A Thousand Miles - Single Version,24
So Sick,38
"Hey, Soul Sister",77
Can't Get You Out of My Head,58
Snow (Hey Oh),73
Mercy,71
I Write Sins Not Tragedies,77
How You Remind Me,79
Fireflies,39
Breakeven,20
Don't Know Why,75
Breathless,69
Wherever You Will Go,70
Get Ur Freak On,73
Dirrty,41
Lady - Hear Me Tonight,8
You've Got The Love,70
Call On Me - Radio Edit,23
Hot N Cold,69
All Rise,66
7 Days,73
The Wanderer,66
Johnny B. Goode - Single Version,15
Good Golly Miss Molly,23
That'll Be The Day,60
